lat, lon, alt, ozone, mq7, mq135_ppm, mq135_cor, bmp180_temp, bmp180_press, exectime
50.278946, 19.719648, 458.090000, 0.020000, 1320, 5298.485352, 5610.524414, 16.720833, 964.710442, 141.500073
50.278946, 19.719648, 458.110000, 0.020000, 1320, 5235.018066, 5477.189453, 16.727517, 964.762244, 142.511044
50.278946, 19.719648, 458.100000, 0.020000, 1321, 5362.633789, 5543.502930, 16.720833, 964.706792, 143.521375
50.278946, 19.719648, 458.080000, 0.020000, 1320, 5298.485352, 5543.502930, 16.727517, 964.678303, 144.490041
50.278946, 19.719649, 458.060000, 0.020000, 1320, 5235.018066, 5543.502930, 16.747569, 964.720563, 145.508818
50.278945, 19.719649, 458.050000, 0.020000, 1320, 5298.485352, 5411.580566, 16.754252, 964.743164, 146.508189
50.278945, 19.719648, 458.060000, 0.020000, 1315, 5235.018066, 5411.580566, 16.747569, 964.698665, 147.525448
50.278945, 19.719648, 458.030000, 0.020000, 1320, 5362.633789, 5411.580566, 16.767617, 964.708065, 148.510798
50.278945, 19.719648, 458.040000, 0.020000, 1320, 5298.485352, 5477.189453, 16.774299, 964.752562, 149.506242
50.278945, 19.719648, 458.030000, 0.020000, 1315, 5235.018066, 5411.580566, 16.774299, 964.767162, 150.487594
50.278945, 19.719648, 458.030000, 0.020000, 1315, 5172.223633, 5346.668457, 16.774299, 964.745262, 151.530089
50.278945, 19.719648, 458.020000, 0.020000, 1315, 5172.223633, 5346.668457, 16.767617, 964.762814, 152.502930
50.278945, 19.719648, 458.010000, 0.020000, 1315, 5235.018066, 5411.580566, 16.720833, 964.582708, 153.499588
50.278945, 19.719648, 457.990000, 0.020000, 1315, 5235.018066, 5477.189453, 16.774299, 964.712412, 154.519519
50.278945, 19.719648, 457.970000, 0.020000, 1320, 5235.018066, 5411.580566, 16.794343, 964.732746, 155.505152
50.278945, 19.719648, 457.980000, 0.020000, 1315, 5172.223633, 5411.580566, 16.787662, 964.721103, 156.502822
50.278945, 19.719648, 457.980000, 0.020000, 1315, 5172.223633, 5411.580566, 16.807704, 964.748729, 157.507896
50.278944, 19.719648, 457.950000, 0.020000, 1314, 5235.018066, 5411.580566, 16.801024, 964.718837, 158.507625
50.278944, 19.719648, 457.940000, 0.020000, 1314, 5110.092773, 5411.580566, 16.814384, 964.738468, 159.489362
50.278944, 19.719648, 457.950000, 0.020000, 1314, 5235.018066, 5411.580566, 16.814384, 964.701964, 160.519232
50.278944, 19.719648, 457.920000, 0.020000, 1314, 5235.018066, 5346.668457, 16.814384, 964.712915, 161.500045
50.278944, 19.719648, 457.900000, 0.020000, 1315, 5172.223633, 5346.668457, 16.827743, 964.769044, 162.499275
50.278944, 19.719648, 457.890000, 0.020000, 1315, 5110.092773, 5282.443848, 16.827743, 964.685085, 163.507300
50.278944, 19.719648, 457.870000, 0.020000, 1314, 5110.092773, 5282.443848, 16.841101, 964.730257, 164.506033
50.278944, 19.719648, 457.860000, 0.020000, 1314, 5172.223633, 5282.443848, 16.827743, 964.696036, 165.499011
50.278944, 19.719648, 457.880000, 0.020000, 1314, 5110.092773, 5346.668457, 16.801024, 964.602031, 166.518903
50.278944, 19.719648, 457.900000, 0.020000, 1314, 5172.223633, 5282.443848, 16.874489, 964.762857, 167.505482
50.278944, 19.719648, 457.900000, 0.020000, 1314, 5235.018066, 5282.443848, 16.881166, 964.712420, 168.498869
50.278944, 19.719648, 457.900000, 0.020000, 1313, 5048.626465, 5282.443848, 16.894518, 964.768527, 169.522475
50.278944, 19.719648, 457.890000, 0.020000, 1313, 5110.092773, 5282.443848, 16.901193, 964.721735, 170.502165
50.278944, 19.719648, 457.880000, 0.020000, 1313, 5110.092773, 5218.902344, 16.907868, 964.740658, 171.490727
50.278944, 19.719648, 457.880000, 0.020000, 1313, 5172.223633, 5282.443848, 16.901193, 964.739990, 172.509916
50.278944, 19.719648, 457.880000, 0.020000, 1313, 5172.223633, 5282.443848, 16.907868, 964.715101, 173.510245
50.278944, 19.719648, 457.880000, 0.020000, 1313, 5048.626465, 5282.443848, 16.927892, 964.790121, 174.501229
50.278943, 19.719648, 457.880000, 0.020000, 1314, 5048.626465, 5218.902344, 16.927892, 964.753609, 175.510026
50.278943, 19.719648, 457.860000, 0.020000, 1313, 5110.092773, 5282.443848, 16.934566, 964.728713, 176.501511
50.278944, 19.719648, 457.840000, 0.020000, 1312, 5048.626465, 5282.443848, 16.941239, 964.784144, 177.504326
50.278944, 19.719648, 457.830000, 0.020000, 1313, 5048.626465, 5218.902344, 16.901193, 964.641413, 178.507115
50.278944, 19.719648, 457.790000, 0.020000, 1312, 5110.092773, 5282.443848, 16.941239, 964.718420, 179.501417
50.278944, 19.719648, 457.770000, 0.020000, 1312, 4987.810059, 5156.036133, 16.907868, 964.583663, 180.504182
50.278944, 19.719648, 457.760000, 0.020000, 1313, 4987.810059, 5282.443848, 16.967930, 964.783126, 181.513964
50.278944, 19.719648, 457.770000, 0.020000, 1312, 5110.092773, 5218.902344, 16.947912, 964.616841, 182.491286
50.278944, 19.719648, 457.770000, 0.020000, 1312, 5048.626465, 5156.036133, 16.914543, 964.551468, 183.485374
50.278944, 19.719648, 457.760000, 0.020000, 1312, 5110.092773, 5156.036133, 16.967930, 964.695488, 184.524912
50.278944, 19.719649, 457.740000, 0.020000, 1312, 5048.626465, 5218.902344, 16.981273, 964.762523, 185.503696
50.278944, 19.719649, 457.730000, 0.020000, 1312, 5048.626465, 5282.443848, 16.981273, 964.700445, 186.498124
50.278944, 19.719649, 457.750000, 0.020000, 1312, 5048.626465, 5156.036133, 16.987944, 964.686489, 187.521209
50.278943, 19.719649, 457.770000, 0.020000, 1312, 5048.626465, 5156.036133, 16.954585, 964.591937, 188.504667
50.278943, 19.719649, 457.770000, 0.020000, 1311, 5048.626465, 5156.036133, 17.001285, 964.731607, 189.503777
50.278943, 19.719649, 457.810000, 0.020000, 1312, 5048.626465, 5156.036133, 17.001285, 964.662222, 190.517896
50.278943, 19.719649, 457.830000, 0.020000, 1311, 4987.810059, 5156.036133, 16.974601, 964.615807, 191.509114
50.278943, 19.719649, 457.850000, 0.020000, 1311, 5048.626465, 5156.036133, 17.034632, 964.727521, 192.515979
50.278943, 19.719649, 457.880000, 0.020000, 1310, 4987.810059, 5156.036133, 17.047968, 964.754363, 193.506013
50.278943, 19.719648, 457.910000, 0.020000, 1311, 4927.642578, 5156.036133, 17.007955, 964.560616, 194.504479
50.278943, 19.719648, 457.930000, 0.020000, 1312, 4987.810059, 5093.840820, 17.014625, 964.645252, 195.497622
50.278943, 19.719648, 457.930000, 0.020000, 1311, 5048.626465, 5218.902344, 17.074636, 964.775164, 196.523047
50.278943, 19.719648, 457.920000, 0.020000, 1311, 4987.810059, 5093.840820, 17.081303, 964.739270, 197.498412
50.278943, 19.719649, 457.890000, 0.020000, 1311, 5048.626465, 5218.902344, 17.087969, 964.707027, 198.488374
