lat, lon, alt, ozone, mq7, mq135_ppm, mq135_cor, bmp180_temp, bmp180_press, exectime
50.278924, 19.719716, 462.740000, 0.020000, 1422, 7640.362793, 7898.050781, 15.228088, 964.916855, 125.485742
50.278924, 19.719717, 462.730000, 0.020000, 1422, 7729.408203, 7898.050781, 15.315993, 965.152244, 126.483546
50.278923, 19.719717, 462.700000, 0.020000, 1422, 7640.362793, 7898.050781, 15.322752, 965.127804, 128.496683
50.278924, 19.719717, 462.980000, 0.020000, 1422, 7640.362793, 7806.968262, 15.234852, 964.888800, 129.481600
50.278926, 19.719712, 463.580000, 0.020000, 1421, 7640.362793, 7898.050781, 15.207793, 964.720936, 130.486465
50.278934, 19.719705, 463.700000, 0.020000, 1422, 7640.362793, 7898.050781, 15.221323, 964.784863, 131.488416
50.278938, 19.719694, 463.720000, 0.020000, 1422, 7552.250000, 7806.968262, 15.214558, 964.772905, 132.481476
50.278935, 19.719687, 463.790000, 0.020000, 1421, 7640.362793, 7898.050781, 15.228088, 964.785907, 133.480365
50.278934, 19.719689, 463.760000, 0.020000, 1420, 7552.250000, 7627.647949, 15.228088, 964.789544, 134.499077
50.278938, 19.719690, 464.090000, 0.020000, 1420, 7552.250000, 7806.968262, 15.343028, 965.047195, 135.487205
50.278941, 19.719690, 464.240000, 0.020000, 1420, 7465.059082, 7716.837402, 15.241616, 964.798903, 136.496506
50.278942, 19.719692, 464.520000, 0.020000, 1420, 7552.250000, 7716.837402, 15.343028, 965.003535, 137.488108
50.278941, 19.719692, 464.710000, 0.020000, 1421, 7552.250000, 7716.837402, 15.349786, 964.960893, 138.480536
50.278940, 19.719690, 464.990000, 0.020000, 1420, 7640.362793, 7716.837402, 15.255142, 964.717315, 139.490595
50.278939, 19.719692, 464.760000, 0.020000, 1421, 7378.779785, 7716.837402, 15.255142, 964.673663, 140.493788
50.278937, 19.719693, 464.650000, 0.020000, 1420, 7465.059082, 7716.837402, 15.241616, 964.620663, 141.491968
50.278935, 19.719686, 464.440000, 0.020000, 1420, 7378.779785, 7627.647949, 15.309233, 964.831060, 142.491155
50.278941, 19.719683, 464.380000, 0.020000, 1420, 7378.779785, 7539.392090, 15.336269, 964.856980, 143.489240
50.278940, 19.719688, 464.160000, 0.020000, 1420, 7465.059082, 7716.837402, 15.241616, 964.631576, 144.479417
50.278937, 19.719686, 464.100000, 0.020000, 1415, 7293.405273, 7627.647949, 15.248379, 964.672627, 145.498648
50.278936, 19.719686, 463.620000, 0.020000, 1420, 7378.779785, 7627.647949, 15.343028, 964.945321, 146.485689
50.278937, 19.719685, 463.000000, 0.020000, 1420, 7465.059082, 7539.392090, 15.268667, 964.766675, 147.482289
50.278943, 19.719682, 463.130000, 0.020000, 1415, 7378.779785, 7716.837402, 15.349786, 964.968170, 148.488856
50.278945, 19.719693, 463.010000, 0.020000, 1415, 7378.779785, 7716.837402, 15.282190, 964.816032, 149.487773
50.278939, 19.719687, 463.030000, 0.020000, 1415, 7378.779785, 7627.647949, 15.363300, 965.017505, 150.482597
50.278942, 19.719692, 462.910000, 0.020000, 1415, 7293.405273, 7452.062012, 15.275429, 964.800449, 151.487885
50.278934, 19.719705, 462.760000, 0.020000, 1414, 7293.405273, 7539.392090, 15.363300, 965.075722, 152.479849
50.278926, 19.719711, 462.750000, 0.020000, 1414, 7378.779785, 7452.062012, 15.275429, 964.804086, 153.491566
50.278923, 19.719713, 462.650000, 0.020000, 1414, 7293.405273, 7627.647949, 15.261905, 964.772916, 154.489992
50.278926, 19.719715, 461.940000, 0.020000, 1414, 7378.779785, 7452.062012, 15.268667, 964.901273, 155.487288
50.278926, 19.719715, 461.720000, 0.020000, 1413, 7293.405273, 7539.392090, 15.363300, 965.159408, 156.494597
50.278926, 19.719715, 461.670000, 0.020000, 1412, 7293.405273, 7539.392090, 15.261905, 964.863859, 157.483620
50.278926, 19.719716, 461.680000, 0.020000, 1413, 7125.329102, 7627.647949, 15.261905, 964.885685, 158.485547
50.278925, 19.719716, 461.730000, 0.020000, 1413, 7293.405273, 7452.062012, 15.356543, 965.172943, 159.485582
50.278925, 19.719716, 461.710000, 0.020000, 1412, 7208.924316, 7452.062012, 15.268667, 964.843068, 160.479154
50.278925, 19.719716, 461.720000, 0.020000, 1412, 7125.329102, 7452.062012, 15.376813, 965.157803, 161.486484
50.278924, 19.719717, 461.740000, 0.020000, 1413, 7125.329102, 7452.062012, 15.376813, 965.143249, 162.483325
50.278924, 19.719717, 461.770000, 0.020000, 1412, 7208.924316, 7365.647949, 15.282190, 964.826946, 163.483699
50.278924, 19.719717, 461.770000, 0.020000, 1412, 7208.924316, 7452.062012, 15.370057, 965.054906, 164.483809
50.278924, 19.719717, 461.770000, 0.020000, 1413, 7208.924316, 7365.647949, 15.295712, 964.887214, 165.493567
50.278925, 19.719717, 461.850000, 0.020000, 1412, 7042.609863, 7365.647949, 15.282190, 964.888790, 166.495321
50.278925, 19.719717, 461.900000, 0.020000, 1411, 7042.609863, 7365.647949, 15.376813, 965.052282, 167.504085
50.278925, 19.719717, 461.920000, 0.020000, 1411, 7125.329102, 7365.647949, 15.309233, 964.885632, 168.485939
50.278926, 19.719717, 461.980000, 0.020000, 1412, 7208.924316, 7280.140625, 15.397080, 965.171758, 169.485124
50.278926, 19.719718, 461.980000, 0.020000, 1411, 7125.329102, 7365.647949, 15.403835, 965.103629, 170.479733
50.278925, 19.719718, 461.990000, 0.020000, 1410, 7125.329102, 7365.647949, 15.309233, 964.816508, 171.486053
50.278925, 19.719718, 461.980000, 0.020000, 1411, 7042.609863, 7280.140625, 15.403835, 965.059963, 172.495640
50.278925, 19.719718, 462.000000, 0.020000, 1410, 7042.609863, 7280.140625, 15.403835, 965.078157, 173.479724
50.278926, 19.719718, 462.560000, 0.020000, 1410, 7042.609863, 7365.647949, 15.322752, 964.789450, 174.485925
50.278926, 19.719715, 463.410000, 0.020000, 1410, 6960.758301, 7111.802734, 15.329511, 964.703152, 175.478326
50.278926, 19.719715, 463.360000, 0.020000, 1411, 7125.329102, 7195.527344, 15.315993, 964.748407, 176.479788
50.278926, 19.719716, 463.260000, 0.020000, 1410, 7042.609863, 7280.140625, 15.430851, 964.987560, 177.486254
50.278927, 19.719715, 463.260000, 0.020000, 1405, 7042.609863, 7195.527344, 15.349786, 964.804440, 178.502460
50.278927, 19.719715, 463.200000, 0.020000, 1410, 7042.609863, 7280.140625, 15.336269, 964.744192, 179.478386
50.278927, 19.719714, 463.250000, 0.020000, 1405, 6960.758301, 7195.527344, 15.444357, 965.000475, 180.481688
50.278927, 19.719714, 463.260000, 0.020000, 1405, 6960.758301, 7195.527344, 15.444357, 965.025949, 181.483834
50.278928, 19.719713, 463.280000, 0.020000, 1405, 6960.758301, 7280.140625, 15.457861, 964.998827, 182.483760
50.278928, 19.719713, 463.310000, 0.020000, 1405, 7042.609863, 7195.527344, 15.376813, 964.742996, 183.484526
50.278928, 19.719713, 463.300000, 0.020000, 1404, 6960.758301, 7280.140625, 15.471364, 964.968058, 184.499102
50.278928, 19.719712, 463.280000, 0.020000, 1405, 6879.765137, 7195.527344, 15.484865, 965.046467, 185.493570
50.278928, 19.719712, 463.210000, 0.020000, 1404, 6879.765137, 7195.527344, 15.491616, 964.981943, 186.495967
50.278927, 19.719711, 463.210000, 0.020000, 1404, 6960.758301, 7028.955078, 15.484865, 964.984595, 187.499007
50.278927, 19.719711, 463.120000, 0.020000, 1405, 6960.758301, 7280.140625, 15.505115, 964.951155, 188.493526
50.278928, 19.719710, 463.080000, 0.020000, 1405, 6879.765137, 7195.527344, 15.484865, 964.930002, 189.504086
50.278928, 19.719710, 463.050000, 0.020000, 1404, 6879.765137, 7111.802734, 15.518612, 964.978597, 190.489014
50.278927, 19.719711, 463.030000, 0.020000, 1404, 6960.758301, 7195.527344, 15.518612, 964.913080, 192.489081
50.278928, 19.719709, 462.990000, 0.020000, 1403, 6879.765137, 7111.802734, 15.525361, 964.899499, 193.487268
50.278928, 19.719707, 462.950000, 0.020000, 1404, 6879.765137, 7111.802734, 15.471364, 964.837039, 194.487258
50.278928, 19.719708, 462.850000, 0.020000, 1404, 6879.765137, 7111.802734, 15.511864, 964.963057, 195.486338
50.278928, 19.719709, 462.860000, 0.020000, 1403, 6960.758301, 7111.802734, 15.559097, 965.002652, 196.501854
50.278927, 19.719709, 462.800000, 0.020000, 1404, 6879.765137, 7028.955078, 15.559097, 965.002652, 197.498743
50.278928, 19.719708, 462.750000, 0.020000, 1404, 6879.765137, 6865.861816, 15.565843, 965.090987, 198.496561
